emotion,emotion_score
"['surprise', 'neutral', 'neutral', 'disgust', 'surprise', 'neutral', 'anger', 'neutral', 'sadness', 'neutral', 'sadness', 'disgust', 'neutral', 'sadness', 'disgust', 'neutral', 'surprise']","[0.7991710305213928, 0.10308143496513367, 0.38286665081977844, 0.289164662361145, 0.26193544268608093, 0.8784146904945374, 0.5770410895347595, 0.1871155947446823, 0.13803628087043762, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.42357492446899414, 0.3635532855987549]"
"['disgust', 'neutral', 'neutral', 'sadness', 'disgust', 'neutral', 'sadness', 'disgust', 'anger', 'surprise', 'disgust']","[0.9847031235694885, 0.8907267451286316, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.6210944652557373, 0.16770274937152863, 0.10281023383140564]"
"['joy', 'neutral', 'joy', 'surprise', 'neutral', 'surprise', 'neutral', 'joy', 'surprise', 'neutral', 'joy', 'disgust', 'joy', 'disgust', 'fear', 'neutral', 'joy', 'neutral', 'sadness', 'neutral', 'joy', 'sadness', 'neutral', 'surprise', 'joy', 'neutral', 'neutral', 'sadness', 'disgust']","[0.8584598898887634, 0.7416287660598755, 0.12152781337499619, 0.10655191540718079, 0.582015335559845, 0.3284080922603607, 0.7833501100540161, 0.9205291271209717, 0.9038190841674805, 0.6423859000205994, 0.18014615774154663, 0.12980671226978302, 0.2718013823032379, 0.230752632021904, 0.19443979859352112, 0.16446195542812347, 0.6891732215881348, 0.246928870677948, 0.8920460343360901, 0.7111560106277466, 0.2029048651456833, 0.6702862977981567, 0.21310631930828094, 0.8853927254676819, 0.8322128057479858, 0.11130420863628387, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489]"
"['neutral', 'neutral', 'neutral', 'disgust', 'neutral', 'disgust', 'neutral', 'anger', 'neutral', 'surprise', 'sadness', 'neutral', 'sadness', 'disgust', 'neutral', 'sadness', 'disgust', 'neutral', 'disgust', 'neutral', 'sadness', 'disgust', 'neutral', 'sadness', 'disgust', 'anger', 'neutral', 'surprise', 'sadness', 'disgust', 'neutral', 'anger', 'surprise', 'neutral', 'neutral', 'disgust', 'neutral', 'sadness', 'disgust', 'neutral', 'sadness', 'disgust', 'neutral', 'disgust', 'disgust', 'neutral', 'disgust', 'disgust', 'anger']","[0.8804529309272766, 0.8560976386070251, 0.9110792279243469, 0.4937601089477539, 0.34553658962249756, 0.7040700912475586, 0.12219279259443283, 0.11018002033233643, 0.5727729201316833, 0.2708272635936737, 0.1080465316772461, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.6495506167411804, 0.12835624814033508, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.45819586515426636, 0.17451262474060059, 0.14683909714221954, 0.13675116002559662, 0.35257935523986816, 0.3316577970981598, 0.2318246066570282, 0.6007050275802612, 0.3393722176551819, 0.6984643936157227, 0.16357764601707458, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.6776376366615295, 0.22417788207530975, 0.8688068985939026, 0.6860121488571167, 0.24496987462043762, 0.8116816282272339, 0.16737546026706696]"
"['neutral', 'neutral', 'sadness', 'disgust', 'neutral', 'sadness', 'disgust', 'neutral', 'surprise', 'neutral', 'sadness', 'neutral', 'surprise', 'fear', 'neutral', 'sadness', 'neutral', 'surprise', 'neutral', 'sadness', 'disgust', 'neutral', 'sadness', 'disgust', 'surprise', 'neutral', 'fear', 'neutral', 'sadness', 'disgust', 'neutral', 'sadness', 'disgust', 'surprise', 'disgust', 'surprise', 'neutral', 'sadness', 'disgust', 'neutral', 'sadness', 'disgust', 'joy', 'surprise', 'neutral', 'sadness', 'disgust', 'neutral', 'sadness', 'disgust', 'neutral', 'sadness', 'surprise', 'neutral', 'joy', 'joy', 'surprise', 'neutral', 'joy', 'surprise', 'neutral', 'neutral', 'joy', 'surprise', 'neutral', 'sadness', 'disgust', 'neutral', 'sadness', 'disgust', 'neutral', 'surprise', 'neutral', 'sadness', 'disgust', 'neutral', 'sadness', 'disgust', 'neutral', 'sadness', 'surprise', 'neutral', 'sadness', 'disgust', 'neutral', 'sadness', 'disgust', 'surprise', 'neutral', 'sadness', 'neutral', 'surprise', 'surprise', 'neutral', 'neutral', 'sadness', 'disgust', 'disgust', 'anger', 'neutral', 'surprise', 'neutral', 'sadness', 'disgust', 'neutral', 'sadness', 'disgust', 'sadness', 'surprise', 'neutral', 'neutral', 'sadness', 'disgust', 'neutral', 'sadness', 'disgust', 'sadness', 'joy', 'sadness', 'neutral', 'sadness', 'disgust']","[0.6070461273193359, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.6632078886032104, 0.25227901339530945, 0.9020012617111206, 0.29997894167900085, 0.26639822125434875, 0.22880490124225616, 0.10511990636587143, 0.5503818988800049, 0.2215995341539383, 0.6821942925453186, 0.20625169575214386, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.5599884390830994, 0.1911022812128067, 0.18529871106147766, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.9184634685516357, 0.6697404980659485, 0.2052910178899765, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.6981574296951294, 0.1725665181875229, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.8763509392738342, 0.6659900546073914, 0.20452618598937988, 0.7493849396705627, 0.1385476291179657, 0.8420135378837585, 0.11365935951471329, 0.6940624713897705, 0.25595593452453613, 0.68003249168396, 0.1161302849650383, 0.40490472316741943, 0.31957951188087463, 0.24254192411899567, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.7756132483482361, 0.18344636261463165, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.4664043188095093, 0.2911258339881897, 0.17708653211593628, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.7323154807090759, 0.23810552060604095, 0.44781842827796936, 0.33355605602264404, 0.15205609798431396, 0.4278540015220642, 0.34446480870246887, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.4702098071575165, 0.18120381236076355, 0.14795662462711334, 0.11135758459568024, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.40604421496391296, 0.2603946924209595, 0.24350345134735107, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.9820566177368164, 0.9255335927009583, 0.8795708417892456, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489]"
"['neutral', 'joy', 'neutral', 'sadness', 'surprise', 'joy', 'sadness', 'fear', 'neutral']","[0.4721066355705261, 0.41334277391433716, 0.4971184730529785, 0.21820853650569916, 0.1316312998533249, 0.8799986243247986, 0.5987920761108398, 0.3024912178516388, 0.8726922869682312]"
"['neutral', 'joy', 'neutral', 'surprise', 'joy', 'neutral', 'sadness', 'disgust']","[0.8813612461090088, 0.4065193831920624, 0.35504573583602905, 0.15533208847045898, 0.765709638595581, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489]"
"['neutral', 'anger', 'neutral', 'surprise', 'anger', 'disgust', 'joy', 'sadness', 'anger', 'neutral', 'disgust', 'neutral', 'surprise', 'neutral', 'surprise', 'sadness', 'neutral', 'sadness', 'disgust', 'neutral', 'sadness', 'disgust', 'neutral', 'joy', 'neutral', 'joy', 'neutral', 'sadness', 'disgust', 'neutral', 'sadness', 'disgust', 'neutral', 'disgust', 'anger', 'joy', 'neutral', 'disgust', 'neutral', 'sadness', 'disgust']","[0.7597728967666626, 0.13360832631587982, 0.7735036015510559, 0.12274561822414398, 0.6122628450393677, 0.3125179409980774, 0.6575523614883423, 0.27748820185661316, 0.34572532773017883, 0.30340835452079773, 0.23574833571910858, 0.6139767169952393, 0.2795208990573883, 0.6650724411010742, 0.21600507199764252, 0.9836199283599854, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.6683231592178345, 0.23296713829040527, 0.763474702835083, 0.11511494219303131, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.45518168807029724, 0.16557654738426208, 0.15866516530513763, 0.11955992132425308, 0.6944929361343384, 0.170010507106781, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489]"
"['surprise', 'sadness', 'neutral', 'neutral', 'anger', 'neutral', 'joy', 'neutral', 'sadness', 'disgust']","[0.34953638911247253, 0.3489150404930115, 0.2151518166065216, 0.8069114685058594, 0.48420944809913635, 0.4517444968223572, 0.9579294323921204, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489]"
"['neutral', 'joy', 'neutral', 'joy']","[0.7416841387748718, 0.5060344338417053, 0.32019326090812683, 0.873114824295044]"
"['joy', 'surprise', 'neutral', 'joy', 'sadness', 'surprise', 'neutral', 'surprise', 'neutral', 'neutral', 'sadness', 'neutral', 'sadness', 'neutral', 'joy', 'sadness', 'surprise', 'neutral', 'sadness', 'fear', 'surprise']","[0.4430374801158905, 0.4347979724407196, 0.40557071566581726, 0.32745152711868286, 0.19006262719631195, 0.68953937292099, 0.22732464969158173, 0.5193606019020081, 0.39408737421035767, 0.8311246037483215, 0.8536257743835449, 0.8391308188438416, 0.9373201131820679, 0.7476273775100708, 0.17977702617645264, 0.7729566693305969, 0.10420972853899002, 0.10059833526611328, 0.9373975992202759, 0.7880653142929077, 0.1525271087884903]"
"['joy', 'neutral', 'neutral', 'surprise', 'neutral', 'joy', 'surprise', 'joy', 'neutral', 'joy', 'neutral', 'neutral', 'neutral', 'surprise', 'joy', 'sadness', 'fear']","[0.9018305540084839, 0.9268500208854675, 0.6390783786773682, 0.211946502327919, 0.5125097036361694, 0.2770014703273773, 0.1778494268655777, 0.7730293869972229, 0.190375417470932, 0.5984696745872498, 0.35510048270225525, 0.9312989115715027, 0.2866399586200714, 0.19448652863502502, 0.1656479388475418, 0.16432775557041168, 0.10234558582305908]"
"['neutral', 'sadness', 'surprise', 'neutral', 'surprise', 'neutral', 'joy', 'neutral', 'joy', 'neutral', 'neutral', 'joy', 'neutral', 'joy', 'fear', 'neutral', 'sadness', 'disgust']","[0.5962308049201965, 0.21254560351371765, 0.14870807528495789, 0.8879566192626953, 0.6111511588096619, 0.3108633756637573, 0.7843251824378967, 0.13436533510684967, 0.6102296710014343, 0.1767088919878006, 0.638587236404419, 0.3137897849082947, 0.558359682559967, 0.22999657690525055, 0.1254839152097702, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489]"
"['neutral', 'joy', 'anger', 'sadness', 'neutral', 'surprise', 'neutral', 'joy', 'sadness', 'neutral', 'anger', 'neutral', 'neutral', 'sadness', 'surprise', 'neutral', 'sadness', 'disgust']","[0.5040487051010132, 0.4036642014980316, 0.8971877694129944, 0.496977299451828, 0.3627174496650696, 0.10703390091657639, 0.6338509321212769, 0.21573442220687866, 0.35888901352882385, 0.32264140248298645, 0.15582476556301117, 0.9427486062049866, 0.6161477565765381, 0.21351438760757446, 0.1279091238975525, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489]"
"['neutral', 'joy', 'neutral', 'surprise', 'fear', 'neutral', 'sadness', 'surprise', 'sadness', 'neutral', 'anger', 'neutral', 'sadness', 'fear', 'neutral', 'neutral', 'neutral', 'sadness', 'disgust']","[0.9051452875137329, 0.7365591526031494, 0.21213386952877045, 0.4388537108898163, 0.26290491223335266, 0.1454346776008606, 0.1194370910525322, 0.6151978969573975, 0.18136510252952576, 0.6327125430107117, 0.15593048930168152, 0.4978547692298889, 0.184968501329422, 0.1750759482383728, 0.78697669506073, 0.8184699416160583, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489]"
"['joy', 'neutral', 'joy', 'joy', 'neutral', 'neutral', 'joy', 'surprise', 'neutral', 'joy', 'disgust', 'fear', 'sadness', 'neutral', 'neutral', 'sadness', 'disgust']","[0.7211247682571411, 0.19741646945476532, 0.907916247844696, 0.6891851425170898, 0.17375421524047852, 0.48274141550064087, 0.3742103576660156, 0.12044671922922134, 0.2888854742050171, 0.21111957728862762, 0.2048463374376297, 0.17320993542671204, 0.6681835651397705, 0.19392068684101105, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489]"
"['neutral', 'surprise', 'neutral', 'sadness', 'disgust', 'neutral', 'surprise', 'disgust', 'neutral', 'sadness', 'disgust', 'neutral', 'joy', 'neutral', 'neutral', 'joy', 'neutral', 'neutral', 'surprise', 'fear', 'neutral', 'sadness', 'disgust', 'neutral', 'surprise', 'neutral', 'sadness', 'disgust', 'neutral', 'sadness', 'disgust', 'anger', 'sadness', 'neutral', 'neutral', 'sadness', 'disgust', 'neutral', 'neutral', 'fear', 'neutral', 'sadness', 'disgust', 'neutral', 'neutral', 'sadness', 'disgust', 'neutral', 'surprise', 'joy', 'disgust', 'anger', 'neutral', 'sadness', 'disgust', 'disgust', 'anger', 'neutral', 'neutral', 'sadness', 'disgust', 'neutral', 'surprise', 'neutral', 'sadness', 'disgust', 'sadness', 'joy', 'neutral', 'sadness', 'disgust', 'surprise', 'anger']","[0.5542716979980469, 0.1932862401008606, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.35018694400787354, 0.3046666383743286, 0.2034417688846588, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.8414003849029541, 0.4517030119895935, 0.4107626974582672, 0.8864982724189758, 0.7203587293624878, 0.18276388943195343, 0.39798134565353394, 0.378369003534317, 0.13898271322250366, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.6301161646842957, 0.2846047282218933, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.38864436745643616, 0.2787836492061615, 0.24310001730918884, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.8868592977523804, 0.6722700595855713, 0.1343853771686554, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.9168857336044312, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.744724452495575, 0.11621281504631042, 0.1113799437880516, 0.5293400287628174, 0.2428416907787323, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.5865493416786194, 0.27209582924842834, 0.10638400167226791, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.8684284687042236, 0.8703590035438538, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.7796043157577515, 0.17098236083984375, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.6947388052940369, 0.14806300401687622]"
"['joy', 'neutral', 'surprise', 'joy', 'neutral', 'joy', 'neutral', 'surprise', 'joy', 'neutral', 'sadness', 'disgust']","[0.5648479461669922, 0.1890612095594406, 0.18372784554958344, 0.7869281768798828, 0.12226556986570358, 0.9350473284721375, 0.4276840090751648, 0.3936685621738434, 0.9538275599479675, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489]"
"['surprise', 'neutral', 'fear', 'neutral', 'surprise', 'sadness', 'surprise', 'sadness', 'neutral', 'neutral', 'sadness', 'neutral', 'neutral', 'neutral', 'neutral', 'sadness', 'neutral', 'neutral', 'sadness', 'disgust', 'neutral', 'sadness', 'disgust', 'disgust', 'anger', 'neutral', 'surprise', 'fear', 'neutral', 'sadness', 'disgust']","[0.7237364649772644, 0.23305213451385498, 0.45749253034591675, 0.17519010603427887, 0.13227711617946625, 0.12307881563901901, 0.6248336434364319, 0.21429570019245148, 0.7695058584213257, 0.7149564623832703, 0.11133375763893127, 0.8368360996246338, 0.8229634761810303, 0.9096896648406982, 0.510624885559082, 0.32294750213623047, 0.9228973388671875, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.8365676999092102, 0.1378907859325409, 0.5536835193634033, 0.16598767042160034, 0.16479937732219696, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489]"
"['surprise', 'neutral', 'sadness', 'surprise', 'joy', 'anger', 'disgust', 'neutral', 'neutral', 'surprise', 'anger', 'sadness', 'disgust', 'neutral', 'fear', 'surprise', 'neutral', 'surprise', 'joy', 'neutral', 'neutral', 'joy', 'joy', 'neutral', 'neutral', 'sadness', 'disgust']","[0.9740116596221924, 0.5617406368255615, 0.1730472594499588, 0.11701618134975433, 0.10027316957712173, 0.839585542678833, 0.10569804906845093, 0.9231323599815369, 0.555138885974884, 0.160421222448349, 0.11807472258806229, 0.1014544740319252, 0.44760045409202576, 0.21936239302158356, 0.14533911645412445, 0.1086810752749443, 0.8600804209709167, 0.1037711575627327, 0.6944628357887268, 0.2617112398147583, 0.7150608897209167, 0.18378926813602448, 0.6201921701431274, 0.30651476979255676, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489]"
"['neutral', 'neutral', 'neutral', 'neutral', 'joy', 'sadness', 'surprise', 'neutral', 'fear', 'neutral', 'joy', 'neutral', 'neutral', 'sadness', 'neutral', 'neutral', 'joy']","[0.9478959441184998, 0.9612610340118408, 0.8642264604568481, 0.35265305638313293, 0.27668604254722595, 0.19871975481510162, 0.12968672811985016, 0.7120159268379211, 0.18545088171958923, 0.5583057403564453, 0.3614817261695862, 0.8767324090003967, 0.6366428732872009, 0.20751947164535522, 0.9619702100753784, 0.7456725239753723, 0.1239127591252327]"
"['anger', 'disgust', 'neutral', 'neutral', 'surprise', 'neutral', 'disgust', 'surprise', 'sadness', 'anger', 'neutral', 'surprise', 'neutral', 'anger', 'disgust', 'neutral', 'surprise', 'surprise', 'neutral', 'fear', 'anger', 'fear', 'surprise', 'neutral', 'neutral', 'sadness', 'disgust']","[0.3607083559036255, 0.3171285092830658, 0.25803080201148987, 0.4548758864402771, 0.4473125636577606, 0.3818037807941437, 0.3552105724811554, 0.10596749931573868, 0.5514234304428101, 0.20308829843997955, 0.7588303089141846, 0.16352716088294983, 0.5080029368400574, 0.14762616157531738, 0.11076141893863678, 0.5189990401268005, 0.2545023262500763, 0.35254132747650146, 0.306842565536499, 0.1404019147157669, 0.10789338499307632, 0.44481274485588074, 0.21710988879203796, 0.1319301277399063, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489]"
"['sadness', 'surprise', 'neutral', 'disgust', 'sadness', 'neutral', 'sadness', 'disgust']","[0.4006344974040985, 0.2887948155403137, 0.24141250550746918, 0.4041794240474701, 0.3294376730918884, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489]"
"['surprise', 'sadness', 'joy', 'neutral', 'sadness', 'disgust', 'neutral', 'sadness', 'disgust', 'surprise', 'neutral', 'sadness', 'disgust']","[0.49089154601097107, 0.2699092626571655, 0.10762334614992142, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.8640366792678833, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489]"
"['disgust', 'surprise', 'sadness', 'neutral', 'sadness', 'surprise', 'neutral', 'sadness', 'disgust', 'neutral', 'sadness', 'disgust', 'neutral', 'surprise', 'disgust', 'fear', 'surprise', 'anger', 'neutral', 'sadness', 'neutral', 'sadness', 'disgust', 'neutral', 'sadness', 'disgust', 'neutral', 'anger', 'anger', 'neutral', 'neutral', 'sadness', 'disgust', 'neutral', 'sadness', 'disgust', 'neutral', 'sadness', 'disgust']","[0.6456363797187805, 0.21760332584381104, 0.9177695512771606, 0.7654693722724915, 0.14680896699428558, 0.9324318170547485, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.8482080698013306, 0.1145198866724968, 0.9215329885482788, 0.7051548361778259, 0.1328352838754654, 0.3546421527862549, 0.3343047499656677, 0.10456488281488419, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.5837863087654114, 0.22749283909797668, 0.9753516912460327, 0.8861512541770935, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489]"
"['neutral', 'disgust', 'neutral', 'sadness', 'neutral', 'surprise', 'surprise', 'neutral', 'neutral', 'neutral', 'surprise', 'disgust', 'neutral', 'neutral', 'neutral', 'fear', 'disgust', 'surprise', 'anger', 'disgust', 'neutral', 'surprise', 'neutral', 'surprise', 'neutral', 'neutral', 'disgust', 'neutral', 'disgust', 'anger', 'anger', 'fear', 'neutral', 'neutral', 'sadness', 'disgust']","[0.775884211063385, 0.9215056896209717, 0.8994083404541016, 0.5250539779663086, 0.2626131474971771, 0.1390470266342163, 0.5837623476982117, 0.36572879552841187, 0.9370661973953247, 0.7622655630111694, 0.5515873432159424, 0.28516268730163574, 0.11976892501115799, 0.8826981782913208, 0.4743053615093231, 0.15849736332893372, 0.1496138870716095, 0.11858871579170227, 0.648201048374176, 0.14788253605365753, 0.12248832732439041, 0.48921239376068115, 0.28412389755249023, 0.4343295395374298, 0.3400389552116394, 0.6487403512001038, 0.2067895382642746, 0.3825107216835022, 0.17810320854187012, 0.16497813165187836, 0.5676721930503845, 0.21623177826404572, 0.1309177130460739, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489]"
"['anger', 'surprise', 'joy', 'disgust', 'neutral']","[0.8246366381645203, 0.40120163559913635, 0.24982769787311554, 0.10973047465085983, 0.9370018243789673]"
"['neutral', 'neutral', 'neutral', 'neutral', 'disgust', 'sadness', 'disgust', 'neutral', 'fear', 'neutral', 'neutral', 'surprise', 'sadness', 'joy', 'anger', 'disgust', 'neutral', 'anger', 'fear', 'surprise', 'neutral', 'surprise', 'anger', 'disgust', 'neutral', 'surprise', 'surprise', 'neutral', 'sadness', 'disgust', 'sadness', 'anger', 'neutral', 'fear', 'surprise', 'neutral', 'anger', 'sadness', 'joy', 'neutral', 'sadness', 'disgust']","[0.9495052099227905, 0.926206648349762, 0.7924416065216064, 0.7210519909858704, 0.14897125959396362, 0.3020585775375366, 0.2939704358577728, 0.22064045071601868, 0.1378331482410431, 0.8303626179695129, 0.3900076150894165, 0.3033183515071869, 0.21989606320858002, 0.7882951498031616, 0.6076904535293579, 0.2121671885251999, 0.12763318419456482, 0.7050909399986267, 0.10226127505302429, 0.656931459903717, 0.30497583746910095, 0.4427896738052368, 0.24648836255073547, 0.22654791176319122, 0.7977612614631653, 0.1199776902794838, 0.528377890586853, 0.3270319104194641, 0.11778827756643295, 0.6841561198234558, 0.12432753294706345, 0.12380221486091614, 0.6708367466926575, 0.18160022795200348, 0.44571417570114136, 0.28849515318870544, 0.12364809215068817, 0.6037937998771667, 0.29074737429618835, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489]"
"['fear', 'disgust', 'neutral', 'sadness', 'disgust', 'neutral', 'sadness', 'disgust', 'neutral', 'sadness', 'disgust', 'neutral', 'sadness', 'disgust', 'neutral', 'surprise', 'sadness', 'neutral', 'sadness', 'disgust', 'neutral', 'sadness', 'disgust', 'neutral', 'sadness', 'disgust', 'disgust', 'neutral', 'anger', 'neutral', 'sadness', 'disgust', 'neutral', 'sadness', 'disgust', 'anger', 'disgust', 'neutral', 'sadness', 'disgust', 'neutral', 'sadness', 'disgust', 'neutral', 'sadness', 'disgust', 'disgust', 'neutral', 'sadness', 'neutral', 'sadness', 'disgust', 'neutral', 'sadness', 'disgust', 'neutral', 'sadness', 'disgust', 'surprise', 'neutral', 'neutral', 'sadness', 'disgust', 'neutral', 'sadness', 'disgust', 'neutral', 'sadness', 'disgust', 'anger', 'fear']","[0.5892267823219299, 0.30534541606903076, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.6106119751930237, 0.2051769196987152, 0.10425174981355667, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.3125394880771637, 0.29690977931022644, 0.25528934597969055, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.6617797613143921, 0.25089266896247864, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.5907851457595825, 0.1917756050825119, 0.11032912135124207, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.6759226322174072, 0.23449517786502838, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489, 0.5673140287399292, 0.37599605321884155]"
"['surprise', 'sadness', 'anger', 'neutral', 'neutral', 'surprise', 'sadness', 'neutral', 'surprise', 'neutral', 'sadness', 'neutral', 'sadness', 'disgust']","[0.9501969814300537, 0.6533496975898743, 0.1340862214565277, 0.10951270908117294, 0.5122037529945374, 0.29807862639427185, 0.1253281682729721, 0.7426127195358276, 0.2032228410243988, 0.752326250076294, 0.14640848338603973, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489]"
"['neutral', 'sadness', 'disgust', 'anger', 'disgust', 'anger', 'neutral', 'neutral', 'surprise', 'surprise', 'neutral', 'sadness', 'anger', 'disgust', 'neutral', 'sadness', 'surprise', 'anger', 'disgust', 'neutral', 'neutral', 'surprise', 'anger', 'sadness', 'neutral', 'sadness', 'neutral', 'neutral', 'neutral', 'neutral', 'sadness', 'disgust']","[0.3722187578678131, 0.29488512873649597, 0.24894241988658905, 0.8227238655090332, 0.15493686497211456, 0.5226708054542542, 0.4068589508533478, 0.8499833345413208, 0.12252874672412872, 0.6154424548149109, 0.2135772407054901, 0.13664638996124268, 0.531880795955658, 0.42427122592926025, 0.5097073912620544, 0.28132498264312744, 0.10590414702892303, 0.5338059663772583, 0.37256547808647156, 0.8861939311027527, 0.7513803839683533, 0.19782184064388275, 0.39492884278297424, 0.2868705987930298, 0.25008624792099, 0.8013803362846375, 0.15734608471393585, 0.9529107809066772, 0.9153621792793274, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489]"
"['surprise', 'neutral', 'joy', 'neutral', 'joy', 'neutral', 'sadness', 'disgust']","[0.9502931237220764, 0.919755220413208, 0.5188712477684021, 0.42691749334335327, 0.9436451196670532, 0.5494772791862488, 0.11169009655714035, 0.10400658845901489]"
