review_id,business_id,user_id,date,stars,text
SOzafSG_nVW7GcPKztHDOQ,TSxF44padg6v9AxLJp-hag,8Frqwn_MsDzD59XsThosKQ,2018-01-05 02:18:21,1.0,"Thursday 1/4/18: My wife, two children and two friends and myself arrived at this location at 7:55pm and purchased $40 in 6 lattes, taxes and tips. There were absolutely zero smiles at any juncture of our experience. We tried to be polite and make small talk with the two employees who served us. They were not having it. After ordering our drinks, we were about to sit down and wait for our drinks when we were practically yelled at that they were closing in 5 minutes so we wouldn't mess their tables up. Besides not being friendly or even cordial in the slightest, we were very rudely told to leave at 8:03pm because they closed at 8:00. The manager went to the door, told us they were closed and held it open until we left. 

I will not visit this location again."
NPLfJ2TUAeTjj26OXjWGyQ,0wHR5cCTKdCmimhp02cQFA,oF20BNxcphfedn93Nfwd9w,2019-07-22 21:33:35,3.0,"Tried this JJ location this week, finally!  It's only 1.4 miles from my home but they do not deliver to me, sadly.  I placed an order online and drove there and my food was packed and ready to go!  Quite impressive as it was maybe 5 minutes or less of a drive for me.  I ordered 2 subs, albeit the same type (Italian with peppers added), 2 chips and some pickles.  I came in around 11:30 so it was slightly busy inside but I was immediately greeted and handed my order.

Granted, I didn't spend too much time hanging out inside the store, it did look clean and organized.  There were enough employees inside and none of them were in anything less than a happy mood.

My sub tasted a bit odd.  Not like the way I've had them before but otherwise, still good.  It must have been the condiments, maybe?  I couldn't put my finger on it but it was strange in some way.  

Would I come back?  Yes, when the JJ craving hits again I definitely will.  Judging from the other reviews though, maybe it's a mixed blessing that they don't deliver to me as everyone seems to be complaining about how slow their delivery service is."
1uqLOEG95-KTk4wcMHhbTw,OhY6BdL59Du5_3YaOZkEbw,PG85oAaeDJEOkRGrxoP_5g,2018-11-28 02:58:54,1.0,"I ordered two medium pizzas online at 6:00pm. One hand-tossed with extra cheese. One pan pizza with pep and bacon. I watched the tracker as my pizza went from an online order to reality. According to the tracker, at 6:18pm Michelle had quality checked my order as It arrived from the oven. Naturally I assumed delivery would occur not long after. I could not have been more wrong. Hours came and went like the changing of seasons. 8:00pm... still no pizza. A 6 and 3 year old both yelling at me. ""Where's the pizza daddy?"" I had no answer for them. I call the store. ""Hey I ordered 2 hours ago and I have not yet received them."" ""What's your address?"" ""*my address *"" ""Ok please hold."" 10 minutes later... ""What was your address?"" I tell them my address again. ""Oh I'm sorry we are out of pan pizzas. ""I'm sorry?"" We are out of pan pizzas. ""Cancel the order and give me my money back."" Person on the phone says ok and hangs up on me. Go fugg yourself person. I do hope you keep your job because they are hard to come by these days."
jLbWRz28fn5AowYhXvYgPw,Ra93AS06zJa51_-j8oMFIQ,B-s-8VUnuBjGTP3d01jsyw,2019-10-24 16:54:46,3.0,"Well, on the plus side, it has a private parking lot behind the store. Otherwise, parking on Kings Highway, which can be pretty busy, is free only after 6 PM and on weekends, I believe.

Overpriced - I know you're paying for convenience, but I needed a nightlight and purchased a pack here, not realizing I was paying almost twice what I would have paid otherwise at any other store like Target or Walmart.

The store looks a little outdated and in need of some freshening up. The aisles are a bit tight if more than 2 or 3 people need to pass each other.

Suck up and get a CVS card at least, so you can enjoy getting a receipt that's approximately 3, 421 miles long for coupons on stuff you don't need."
oar689FLZWy6FuHr9rnCbg,ClJOFxt_rpMjc-ZliFUKqA,t-MbBRkNIR0eM_Ha2dAF0w,2020-03-13 15:06:24,2.0,"I was expecting to walk into a full fledged Target, but what I stumbled into was something about the size of a CVS/Walgreen with a 2nd floor.  This had things that Target has, but it's by no means what I know as a Target.  There's a clothing section that's smaller than most clearance sections at a ""real"" Target.  There's a small grocery section which is good for food items.  Upstairs, there are housewares and  toys and cards.  

As far as Targets go, this doesn't measure up.  Maybe they need to call it Target Light, Target Necessities, Tiny Target, Target Bulls-eye or something to convey it's a smaller version.  I've been in other downtown Targets with 2 floors and they didn't disappoint like this one.  Maybe they should think like Walmart and Walmart Neighborhood Market.  At least you know what you're getting with each."
duhh6o5hDE4m20XDho9xYg,-GBnj__a2GK79p_bAKyvkQ,DMI_2xNt2Rl6Fd2aEIuXBA,2019-08-08 15:26:41,4.0,"Talk about curb side service! Went thru the drive thru with a coupon for a bogo deluxe. The young man at the window was very thorough and kind. He put a number on my car and had me pull up. 
Couldn't wait to get home to eat the fries .... I devoured them suckers! They were so fresh and so good! 

Got home and opened up the burger..... it was soooooo good! We have yet to find a burger in the area that compares to Whataburger in the panahandle. The burger was fantastic!!"
026aY_-cGCYZC5x4E9lNCg,4RReO7vPSXqGty_U0XAOKQ,MsCom-dpgvoHLZTOVWq7Dg,2018-07-08 03:56:38,1.0,So i just want to start this review by saying there drive thru was closed!!! What kinda burger king closes their drive thru!! And then when we get our food its super cold!!! Only looked like one guy was there working. Shame on you burger king. Hire more people or hire better people. I will no longer eat here!!! Yuck!!!!
H7xOKutDmj3I1X32p5RLkw,yaCM4GROZNoQTBbmsXpsPQ,d6zIVWiJyPB6PZuAxVexwg,2020-02-16 15:59:31,3.0,"This is a decent Walgreens. It's not exactly the most well organized or clean, but that's to be expected, since I very rarely go to a location that doesn't have some cluttered or empty shelves in Tucson. 

Still, they usually have what I need, and I usually have a choice, which is not always the case when visiting drug stores. 

The customer service is OK. I'd like to see the management pay more attention to the lines at the front during rush hour. Maybe they need to develop a new notification system. There is often only one person manning the desk, which depending on the number and the types of customers there are, could make staying in the line a chore."
EZQWjWQkB6dLDtad5nh0Vw,VUkBbffnuUpKX9MKRUt4yQ,eTvp_hYnsrI5-ow_sQ31_g,2020-01-31 19:20:01,4.0,"That group of six HS friends met January 15 for a catch-up. We've been out numerous times since our last visit to Bonefish. This location seemed to work well for all of us this time.

Gideon was our server. He seemed to be serving the entire bar area. Hmm! YET, he did a great job!!

We got potstickers, waygu sliders, cod sliders and another dish we didn't order.

The potstickers were incredible with full-good innards and lovely garnish and sauce to complete the taste.

The waygu sliders were crispy on the outside (not a good omen for a tender burger), kinda like hockey pucks. They were not a good taste, but the sauce and garnish helped -- A LOT!

The cod sliders were HUGE, incredibly hot right out of the fryer. Wonderful, beautifully fried cod. Tender, moist fish. And the lettuce, tomato, onion and sauce accoutrements added good flavor and a balance of fresh.

The dish we didn't order I did not taste. It was a base of fries.

The winners this night: potstickers and cod sliders!!"
bQ2iq3p3FC6VMRt80wIXSA,GdX5jRGWpvEm6KEkdrXq1A,ql01xsu1ZO8Rj1d_deGWzA,2016-05-25 23:22:28,4.0,"While in Clearwater, FL on a business trip I dropped by this Chipotle to grab some dinner since I was trying to eat near my hotel and wanted something that was healthy and quick. I glad I was able to find this location on Gulf Bay Blvd on my Yelp app. The location wasn't far from the Marriott I was staying at and had plenty of seating space inside and out which is usually a problem for some location if you traffic then frequently. 

The traffic inside was brief and the staff did a great job getting customers their food to reduce lines and wait time. I ordered a salad with extra chicken, corn, drained pinto beans, onions and peppers with guacamole. All ingredients appeared to be fresh with great color and tasted superb! The chicken was steaming hot as I was lucky to get an off the grill batch just being served. 

My entire experience was pleasant as the restaurant was clean, the food was great and the staff was friendly and helpful."
19uNn2O_r7N370zWzz72xA,7Gr95uIPXh8VBjZFBPa3vg,X1JbUXd1EymTCVLJyTKakg,2016-11-03 18:31:51,2.0,"The lines are always long, they never have any of the items you. The floor in the lobby is always sticky. They have bad attitudes but overall the food is okay and I assume worth going through what you go through to eat. The food is always hot and oh man the macaroni is not Mommy's made but it'll hit the spot until Thanksgiving, Christmas, and Easter"
AEwfmctHYXc5RH0duHuwQw,xCVncT73OioOAC9Adt1a7g,LzOvtNLOLqP1lKwOt7mgnQ,2016-05-09 20:52:46,5.0,"Just bought a turkey sandwich from here.  I had it ""Mikes way"" with lettuce, tomatoes, onions, vinegar & oil, pepper and a pinch of salt.  They cut the cheese (hehe) and turkey right there to make the sandwich.  I ate it when I got home thinking it would be soggy but the bread really stood up to it all and was still crunchy.  It was delicious.  I can't wait to go back and share their sandwiches with my family.  I hope they stay!  Such a treat when you're so use to Subway and Eegees.

Just saw someone's review about $15.  I just ordered a sandwich bc I already had a drink.  Mine was $7 something.  ... And the person ate ""in disgust""?   Wow.  Glad I didn't have their experience.  The bread was flaky... That I love.  Mikes seemed fresh instead of traditional store bought bread that is so condensed and feels like a brick after you eat it.  Just thought I'd respond."
mCSssHFLcdNBMj9ClaGYNQ,utyEsymR_vHtIU2BgdeE6A,bvaLN3uqxKL0gNT-jOg0kQ,2018-09-14 21:16:18,1.0,"Worst experience ever. Drive thru was a 15+min wait. I was tempted to just leave the line after ordering, but had a car full of kids. Finally, when we got up to pay, they were out of choc frosties and tried to give us watered down vanilla milk instead. They knew they were wrong from the beginning and could have just been upfront about the situation. After confronting the supervisor he apologized and refunded/comp'ed the entire order."
9LKVPxeXEIXIYS2nRRGCPw,-e1BUAOBk9RAu89c6uTyGA,R9IJ1Byr27n6wXj3QvJ2Lg,2020-05-02 02:54:01,4.0,"Updated: 5/1/2020

A no cooking day today! Chef's out.

We tried calling three different restaurants after 5 pm for dinner, and either they didn't answer or it was an hour and half wait time...

Since, we live down the street, online ordering was fast and efficient. It even gave me less than hour to pick up.

So simple, headed down there, and they had maybe ten cars waiting for the orders. Plenty of staff running to your car to get your info.

My pick up time was 6:30, and we had it in the car by 6:27!

I ordered slightly pink on the steaks, and one was more red, and the other had no pink.. so I couldn't justify 5 stars..I also requested extra salad dressing but no extra provided.

The blooming onion was good, but not as hot as I would of preferred. Still good with my homemade Red Robin sauce!

If I'm short on time, and craving steak we will be ordering again!"
lLA69Eq25cFpO_4rkZ1esg,ugGuefZ6NgyDgFLtMi5oxg,nOjmj_PY_9ib-vr8yXL1ZQ,2020-03-10 18:53:44,1.0,You'd think if the rude over privileged pharmacist with the *NSYNC  highlights hated his job so much he'd find a new one. But apparently it isn't just customers he's got an attitude with it's the nurses at the dr.office as well. Every time I come in here he's miserable. Probably because his roots are coming in. Who knows. Total asshole
WAdMFGRpaUcXX2nRKaFbCQ,qbwlS2CwXyRoULFiB_0zVQ,pbrmg9XPaGQbbFiuqL1_SQ,2015-10-26 19:40:05,5.0,"My friend had her rehearsal dinner here and I was really impressed at how they handled two HUGE tables of guests, who were on a variety of different checks. This was challenging for the waiter and waitress we had and they well exceeded our expectations with smiles on their faces. I highly recommend them for large groups.

Of course the breadsticks were amazing, but I did their build your own pasta and really enjoyed the asiago garlic alfredo over linguine with chicken on top. Very tasty. In fact, I didn't see a single person disappointed in their meal and there were a LOT of us. Service was also quick, even for a table as large as ours, and the restaurant was pretty busy on a Friday night. 

All that being said, I recommend them highly."
O6jN5mLXPwa045gleGPIRw,5KS5b5-ip8znhJS_CYdzeQ,ET8n-r7glWYqZhuR6GcdNw,2010-04-06 20:20:48,3.0,"I went back to Iron Hill in Maple Shade on Saturday and my experience was a big improvement over last time.  Our server really knew his stuff and was able to talk about each of the beers in detail.  I ended up trying the India Black Ale, a special this month, and enjoyed it a lot.  It was similar to a regular IPA, but with a stout-y little twist.  

We ordered the chicken nachos and they were also better than they had been on my first visit.  The toppings were held securely in place by the cheese and sour cream, and there was more chicken. 

I shall return with cautious optimism."
7wqQe5J0iv4nQzlzbyPwjQ,AV0oofqbYjWYXPQzxNDj2w,cDQG_OGCpu4ATDz6rQSryw,2018-01-05 02:30:54,1.0,"Over the years this place has gone down hill. My hubby and I met his family here over the summer for lunch and the service and food was sub par. I really don't like giving bad or negative ratings so I just decided to skip one all together however, this time hubby and I were coming from downtown around two and he mentioned coming here and giving them another try. I rolled my eyes but I was hungry and decided to take one for the team. We were sat right away near the bar & the bartender took our drink order and we ordered the loaded fries. Once our drinks came we ordered our lunch, we both decided on soup and salad. It was a good 10-15 minutes before our meals came out and she got my soup wrong, I honestly do not know how french onion soup sounds anything like Broccoli cheddar. So I had to wait again for the french onion soup. Please keep in mind our fries never came out, she never checked on us or asked if we needed refills. I was so annoyed because they were not busy at all I just asked for a check. 

Sadly this place has really taken a turn for the worse and you are better going somewhere they will treat you better."
hbWwknISoFEdYw3Dc6RGYQ,aN-F_ZNHHYz6hWhzmZMlFA,ivW0Vad81qJ8SIgqJ8p1Mw,2013-03-16 21:32:54,4.0,"Great location and very fast. You can get your passports done here and it is one of the largest Post Offices that I have been to here in Nashville. I like them because they are quick here and always have enough windows open and postal workers on duty.

This is my post office of choice!!!"
gP_zfVIXDD5QZDHO9cUsfQ,iFunuVzrg10UesZvMPCHHg,PnwOegp7RXfMeNAyO9fQhQ,2019-07-16 17:30:11,4.0,I'm addicted to the  1/2 blueberry black tea  1/2 lemonade this summer. I love it. I get it without the cane sugar and it's not too sweet and very refreshing. I stopped into this location for an afternoon pick me up. The drive-thru is always busy here! I'll be back!
7Z8TBNLW4tmwkSgaR2h5pQ,2gW2AflncKzHvmSvel2LBw,xzWwfb0iVk4w8u1laXmuSg,2014-10-13 01:22:02,1.0,"Decided to hop off the interstate on the way to Tampa thinking it would be a quick stop at the drive-thru.  Wrong!

Even though it's just off of I-4, it's a pain the butt to get to.  The road has a good deal of traffic and there are U-Turns involved which is never quick or fun.

The drive-thru is hellishly slow.  There are two different drive-thru lanes and the people in them have no concept of who is to go next which just leaves people cutting each other off left and right.  

The food was not hot and it was haphazardly put together.  There must have been about two - three tablespoons of ketchup on my burger.  Yuck.  No napkins in the bag.  So, messy food with no napkins.  Lovely.

Neither of the people at either of the drive-thru windows smiled or even so much as said one word.  

What I thought would be a quick 10 minute stopped turned into a more than a half hour ordeal.  Seriously...  it took more than 30 minutes just to get food from the drive-thru of a FAST FOOD joint.

Never, ever will I stop here again on the way to or from Tampa!"
j_puJpsw__UUkdC8uDqBxw,kQkGj-u1nI2X9k8Z3Ac9vQ,x3NsAlkSGb2hvd8XcvzFQw,2015-04-06 18:31:53,4.0,"Oh hello old friend. Taco bell is always there when I need it. I even came here for my birthday dinner this year. Yup, it's true. This Taco Bell is better than your average Taco Bell. Recently renovated or constructed. Ample parking. Quick and surprisingly friendly service. 

Recently, they did run out of several of the sauces. All they had left was mild and verde. I was happy to see they had stocked up again on my last visit."
sb9iIJMQkbEAvkuvLf428A,cE_gYW3CHEducTkEyxTDdA,1GH6Hnh6jLfCT951zmcUYw,2019-07-02 01:16:11,5.0,"I previously visited Bar Taco in Atlanta & was excited to dine at the Tampa location. The restaurant was busy and there was a short wait but once I was seated the food began to flow. There are a variety of tacos, all small & mighty delicious.  I ordered the falafel, duck, cane asada & portobello mushroom - all the tacos were excellent. My favorite by far was the duck - the meat was perfectly marinated. The service was also excellent. I look forward to visiting again soon."
0RliLZtnTNmIWljOsh3Zpw,NqLpZogLUgEQOeU7kj6cbw,sjfBYxqKKV2N39qULNWfoQ,2020-11-06 22:17:02,1.0,I have ordered here so many times. Lately with the buy 2 get 1 free but must be on line to get special. I have never got what i have ordered 1 time. I tip everytime i go in which most don't. This time i ordered and would not except my order till looked at it. We even said i have your tip but my order must be right. It wasn't and instead of trying to fix it i got lip from the person working here on 11/5/20 at 4:05 pm or shortly after. Instead i got lip that it wasn't in my order. Problem when i got the receipt i showed what my order was supposed to be. She said well i can heat it but they have mayo. Obviously even though it was their mistake again they were not going to make another. Shame i live around the corner. I guess its WA WA from now on.
vtdqXYDy8lm4IMOaqgUYzg,pgFJ572AadiT2_kqWDD5hg,S2vKiuKvw7K8qF3Tar0sfA,2017-03-08 21:58:35,4.0,"Would have given 5 Stars BUT my waiter! Connor did not advise me of the Weekly Deals even though I ordered ribs. The WEEKLY DEAL was ALL YOU CAN EAT RIBLETS!! I did not have the flyer on my table and discovered it when another waitress made a great presentation to other diners. When I pointed it out to him he blew me off but  the other waitress overhead my complaint, talked to the manager and the manager gave a 10% discount! The baby back ribs, green beans and sweet potatoes were delicious as always"
Rt3vZgxXfjXKzid5tnSwbw,PGd06nrseC2YAIqP6S9gUA,l3S1srqK1CvjB_S4r-ZBeg,2017-11-02 18:21:16,3.0,"Awe!! 

That Bonnie and Clyde thing! But a ok. Many ruby slippers around town and this was the one I chose! It was right next to my hotel after all! 

You have booths and shared bar seats! There's almost always a wait! Menu is mainly brunch! They close at 2 pm! Or 3 on some days. 

Food: my fried cat fish with grits cake and tomatoes sauce came out hot! A ok!

Their shrimp special on poached eggs were a ok too! Faster food! A few friendly waitresses. Maybe 2! A ok place! Mimosa and bloody Mary's  are the draw!!"
IfVPXcoqf0d8rx8Kcv8-Ow,MsjeqVij6usbF8lSARj4pw,NGGd_11d2RXR8wTurenLgg,2014-09-10 13:31:14,4.0,"I used to go to this McDonald's all the time, but not so much anymore... Getting older means trying to eat a bit healthier, ya' know?  Anyway, this one is convenient - located in front of the soon-to-be-demolished Granite Run Mall. 9 times out of 10, I've had very good service here.  No complaints."
e6S7QG_hrDePo4HVCXYWsA,IDJNpNJZ9uVpjPHuAu7c4w,tI1_a94exjWlnZaXm_Ftow,2021-05-19 19:35:53,4.0,"Almost perfect. Lots of new equipment, bathroom layout is cool. But I hate it that they let people in here in there friggin work clothes to work out. Like utility workers. It really takes down the quality of the gym. I don't wanna see a guy in his whole construction attire And work boots on the treadmill. Like what is that? I wanna feel like I'm working out and not walking around downtown. Plus it's already mad construction going on all over the city, I don't wanna see any signs of that madness when I'm in gym mode. This has happened numerous times, and that's why I'm ranting. 

Everything else about the gym is awesome."
sJ-x0AM_gsNmQmnq55zpvg,8tDgPJUHSXb8F7diL35D0w,u4SpPgA1bIDYsV4_X3v1PQ,2020-02-07 19:06:18,5.0,"I've been coming to the Avon Jiffy Lube for oil changes for quite some time now. The employees are super friendly and take the time to explain what they're doing and how it concerns your vehicle. It seems that everyone working there really likes their job, and that shows in the efficient service. The last time I went, I was told that one of my tires seemed to have low air pressure. After paying for my oil change, it was discovered that there was a piece of metal in my tire. Jiffy Lube took my car back into the bay and put on my spare tire free of charge. That excellent customer service is what keeps me coming back to this location."
TJB6LvPq57p9mYKbh6GNWA,XU0Pfl3YGS4MxaX9n-ZHhA,4LkJIuob_334J33VjneAag,2014-07-05 11:29:59,4.0,"What's a Fourth of July cookout without having to run out and pickup propane because your bottle just ran out. If you use charcoal, then the charcoal bag is empty or the lighter fluid can is dry. No worries, Home Depot has all that stuff and more. This is the place if you need parts to repair things or your home. Lowes is ok, more showy. Home Depot gets in the weeds with you. I always check here first. Very convenient propane bottle exchange and a few bucks cheaper than everyone else. This particular location is fine. In fact I've been to many HD's, they are pretty much all the same, a great model of consistency. I f ind that sometimes it can be tough to get some help but when you do their folks are very nice and knowledgable. Look for the older folks....they know more."
7qJyMw24YHkLbGQwDuEUSQ,j-IxbWRJNFFMya__t_AM0g,jacWtxGWfTmbILuZNDDVSg,2018-12-15 04:24:50,4.0,"Ordered a large thin crust spinach and feta pizza. It was good, but a little pricey. $16! We may buy again if we have a coupon. The delivery driver Carlos was great and friendly while delivering our food. Took only around 20 minutes for delivery. We ordered a little before 4pm."
Zi0oVVW8zMfbmE83bLCy9w,QLGOnji35UWVo5JEuxVMFg,R7NM7vIyUfSTXvMsw7jNTA,2021-06-11 02:05:35,5.0,"Update a week later. I used the boneless / skinless chicken breasts and served them 2 totally different ways.  2 following nights 
Both were so moist and flavorful I plan to get all my chicken here. 
That's a big first for me. 

Second was the Swordfish, frozen n thawed.  It was really very good with my spices.  I won't use TJ as my sole source but I will buy it again. Came out great on the Barbie. 
New pic attached."
WMPYyYHcuN8FCZ_GFqQ6iQ,aGV5zHNAIiD6_m48Tp2TnQ,uj4V6J8rwVcT4_i6MYMzAw,2020-11-09 00:57:26,4.0,"So for starters, I ordered this pizza ahead of time. I'd have given 5 stars, but the delivery was not on time. And it was about 10 minutes.

I called and they were quick to let me know they had left pretty recently.

Now onto the pizza. I don't actually like anything from papa John's besides their cheeseburger pizza. I have to say, the pizza was made by someone who put a lot of dedication into that pizza. It tasted good, but it looked gorgeous. It almost looked like the advertisement. I saw all these reviews about customer service. If you make the pizza well and get it to me, that's what I'm paying for. Although a tad bit late. It is gorgeous. See for yourself.

My 4 stars go to the store #2641. You also didn't forget the additional sauces. 

Your driver did call so I appreciate his service as well. 

But, whoever made this, you get 5 stars. Well done, preparation, taste, all fantastic."
AmxdVui0mrs5asBs-qD9Kw,9-W8_gKJ-tRPr52TFKFNWg,CVOAz3qC2rpMZxsM5Ewu-g,2019-08-31 02:48:41,1.0,Yet again I gontheu the drive thru the girl workin has ear pods in n is very ignorant when I'm taking to her she can't hear me bc I guess she's busy listen to her music‍ hiw u out if onion rings n certain sandwiches stop being lazy n drop the food they have a delivery truck man standing over the sandwiches with a tank top on n arm out hair n sweat that I can see when my husband asks why he's there she shook her head it's a Friday night at 10pm if we see her again working we will not come back she's ignorant n a bitch sorry but it's the fifth or mayb she just dont like white people I wish I could give this location0 stars
SE8oKnxOhmE2nJPr1lrmlQ,6pCqwKXcaGXe7-qzujMHWg,vU9_lZqJQIR8btUYw7fqxA,2017-07-09 22:20:12,5.0,"I was dropping off a car at this Enterprise that I rented from the Enterprise in Hershey. 

The transaction was smooth and efficient. I was in and out in less than 5 minutes! 

The guy at the front-desk was nice and came out and greeted me. However, I wish I was informed that I did not have to fill the tank up with gas before dropping the car off. 

Even though I was not too happy with the car I was given, a mini-van the employee at the front-desk was happy to get it. He informed me that mini-vans are a popular option, but hard to bet. 

The inside of this Enterprise was small, but very neat. 

The location of this Enterprise was very convenient for me as I was actually able to bike home from here. 

Altogether, there were really no problems! I would use this location again if I needed to rent a car!"
BJ6HL90X-Z5FpFw2YligCw,m1FEyb_4FNJcLvMw82King,ludhQ7t2y0VjipY_knXxBg,2017-12-31 12:59:23,4.0,"Another great WaWa - this place is class!

Love that they all have consistently decent food options here, and a wide selection of snacks for people on the go.  Their specialty coffees won't bankrupt you like Starbucks - you still get to drink coffee like a rock star without rock star pricing!

Fuel tends to be lowest in area, too.  Beer selection is good, with some craft selections which often go on sale.

Need a sandwich without the wait? Check the warmer at the register - they often have just what you're looking for, freshly made and waiting."
N8vGFyONc3fIIJ7Fbb2FGw,Kq3pucIRIELxeCmU6W_zNA,lRRuTimITgwzoXLIM3g9qw,2011-07-24 11:38:25,3.0,"I was out with my family yesterday shopping and wound up having lunch at Panera Bread.. It's hard as hell trying to find a place that will satisfy kids these days.. But this was a good choice. The atmosphere here is nice, clean, plenty of space between tables, and not very loud inside besides the music coming from the speakers.. 
Even though this restaurant, in my opinion, can be considered a fast food joint, it is nice to have your food made when ordered and plated very nicely, instead of taken from a heater lamp or refrigerator  and handed to you in a bag.... I had a chicken cobb salad and a cup of black bean soup, my wife had an asian bbq chicken salad, my 16 and 11 year olds had smoked ham panini, and my 3 year old had a smoke ham and cheese sandwich.... All of that for around roughly $45.. not bad at all..... Everybody enjoyed their meals and the friendly staff.. I'll have to think of going here more often when I'm out with the kids. Especially since I could have gone through any drive through, which I'm not a fan of, and would have paid about $35 to hear someone at the speaker keep asking ""is that all"" after the first item is ordered,  be given cold food which should be served hot, and an attitude from the cashier at the window while they're basically tossing a couple bags in your hand..."
TywUQbFnc8Ai00EBRlUykw,I3zkJdYyGn9lqHg8B72ICA,xPx11IwlyqzkzicFKumoIw,2016-07-10 01:59:42,1.0,So...my wife recently got her wisdom teeth removed and has been stuck in the house all week so we decided to go out so she could get some soup and get out of the house for a while. We walked in to a almost empty restaurant (1-2 parties in each section) and we were standing in the lobby for about 5 minutes before someone even acknowledged that we were there. When one of the waiters dos notice us he seemed almost confused that we were there. He asked us how big our party was...we were the only two standing in the lobby. So we get seated in the bar area and hopefully would have been greeted by our waitress. Not a single person approached us for about 15 minutes. During that time I made eye contact with several of the staff there and not a single one notified our waitress of our arrival. I'm not the type of person that seeks out a waiter/waitress in a restaurant because that is not my job. So I gave them a little more time to get there stuff together and we still did not get served anything not even drinks. We got up and left. I am very disappointed in the lack of professionalism with the wait staff. They have lost another customer for life. At least this particular location.
8u7zQUnBQeFkmHdBIHZDRg,n0XWfd9U0LDEw-n7kSb55A,vNPx0BSfsXVSOYNys4LE4w,2014-08-07 15:19:47,1.0,"Went there for dinner Tuesday I'm pretty sure our food was rancid we told the manager just smiled like it was no big deal offered us something else I really couldn't believe it why would I want anything else if the meat was rotten!!!!! Not to mention you really never know who is waiting on you because like 8 different people wait on you
The place has really gone down hill it's a shame"
jzGOQIhMmKIqzZSrFdyEqA,Gk6EoDA3Bd9LDnYhJe1WKw,niOrQ2vpqAYsQMGYdjAytg,2019-06-23 14:02:22,4.0,"This Starbucks is clean and new, although the tables could maybe be wiped down a little more frequently. The baristas are super nice and friendly! Unfortunately I think they forgot about my order and I ended up having to wait over 20 minutes for just a regular coffee. I was a little annoyed, but they sincerely apologized and then gave me a size upgrade which was definitely nice of them! The inside is small but most people tend to order to go. It's right next to the convention center, so most patrons tend to be people going there or from the hotel this Starbucks operates out of."
RxXpI5ftofgp7WGBAH-1ag,ViWlWxiCPd9DoxOKOtL-yQ,7Myg0GP3bR7Ra3xMTcE-jA,2018-10-26 04:01:28,2.0,We came to this locations for my grandmothers 86th birthday. She wanted to celebrate with some of her grandchildren and great grandchildren. Usually i get the fiesta lime chicken and some spinach artichoke. I got the spinach and artichoke and it was watery so they took it back. The fiesta lime chicken was cooked just right. The rice was okay it had very little seasoning. We then ordered the desert which was like a apple crisp with vanilla ice cream and it was very good.
GsunH0Ps0-L_HWWGJfUF1Q,k2UBsjcz7qS3jQbkn_rxBQ,Lly8yjfZBz1EpAPlZal7og,2018-05-01 16:14:22,4.0,"It is your typical American Chinese with the emphasis on fresh.   They do really well with the fresh here.  Sometimes a little too well.  The drive through is still a work in progress for the chain. Don't expect it to be in and out.  Likely you will need to wait in the parking lot.  Fear not they will bring it to you just with extra time.  
This location is a bit tight with the traffic and can get busy for lunch.  They have an app you can order ahead.  But in my opinion it takes longer for them to check your order number than to just go in and order"
QyCrAyqU88LX1eI0B8basw,KFKzQpM3NtQAssAWFn9eLw,4aNDcxfsapPt98Lc3JlC-w,2011-08-22 02:00:15,4.0,"This place is currently remodeling so you have to look past the construction. I'm not much on reviewing a big chain place but this place always delivers. The steaks are always good and I love the sweet potatoes. It comes with wheat bread that's good. 

I do not like the chips and dip appetizer so stay away from that but do try the  lobster dip cause it's amazing! 

Over all this is a good chain that always has good steaks and the beer is cold."
oKbGXeNe8_sgKelpT1b-tQ,-RS_7SU42foCTItx4f3C6A,9DWbTDpenhyTumaCS04e4g,2017-02-20 07:49:36,4.0,The management team sent me a message said that they have already talked with the management team of this restaurant and Siqin invited me back for a complimentary meal. Thank you for inviting but I will not be able to go back. But I really appreciate that they can give me the feedback. I am good now:)
QD0TyZiGD3Ucbs6g_3DWuw,51yV__LuSawlYDNSYpvdfA,OCwLhS1CwFYwmzTnKpdkpg,2018-08-09 01:17:32,3.0,"I love Wendy's and have been a fan for a long time. Their burgers are quite tasty and I have always felt that they serve quality fast food. 

Unfortunately, this visit was not fast. I spent 15 minutes in the drive thru waiting to give my order. I was sitting at the speaker with a line of cars behind me. A couple of the cars thought I was holding up the line and when they left the line, they honked and yelled at me. The lady came on and told me it would be a few more minutes because they had a large order. They would not even take more order. 

When I finally was able to order, the food was delicious and hit the spot! I hope in the future, if they get a large order, they asked the vehicle to move up to a parking spot so others can order and get their lunch in a more efficient way.   

Don't worry Wendy's, I am still a fan and will return again for a tasty Dave's single with cheese."
